food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
"Oatmeal, Muesli & Cereals",Cookie Crisp,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Corn Flakes,100g,357 cal,1499 kJ,1 serving (37.5 g),132 cal,555 kJ,1 oz. (28 g),100 cal,420 kJ
"Oatmeal, Muesli & Cereals",Corn Pops,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
"Oatmeal, Muesli & Cereals",Count Chocula,100g,407 cal,1709 kJ,1 serving (37.5 g),151 cal,632 kJ,1 oz. (28 g),114 cal,479 kJ
"Oatmeal, Muesli & Cereals",Cracklin Oat Bran,100g,402 cal,1688 kJ,1 serving (37.5 g),149 cal,625 kJ,1 oz. (28 g),113 cal,473 kJ
"Oatmeal, Muesli & Cereals",Cream of Wheat,100g,364 cal,1529 kJ,1 serving (37.5 g),135 cal,566 kJ,1 oz. (28 g),102 cal,428 kJ
"Oatmeal, Muesli & Cereals",Crunchy Nut,100g,600 cal,2520 kJ,1 serving (37.5 g),222 cal,932 kJ,1 oz. (28 g),168 cal,706 kJ
"Oatmeal, Muesli & Cereals",Crunchy Nut Cornflakes,100g,600 cal,2520 kJ,1 serving (37.5 g),222 cal,932 kJ,1 oz. (28 g),168 cal,706 kJ
"Oatmeal, Muesli & Cereals",Fiber One,100g,267 cal,1121 kJ,1 serving (37.5 g),99 cal,415 kJ,1 oz. (28 g),75 cal,314 kJ
"Oatmeal, Muesli & Cereals",Froot Loops,100g,379 cal,1592 kJ,1 serving (37.5 g),140 cal,589 kJ,1 oz. (28 g),106 cal,446 kJ
"Oatmeal, Muesli & Cereals",Frosted Cheerios,100g,393 cal,1651 kJ,1 serving (37.5 g),145 cal,611 kJ,1 oz. (28 g),110 cal,462 kJ
"Oatmeal, Muesli & Cereals",Frosted Flakes,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Frosted Mini-Wheats,100g,353 cal,1483 kJ,1 serving (37.5 g),131 cal,549 kJ,1 oz. (28 g),99 cal,415 kJ
"Oatmeal, Muesli & Cereals",Frosties,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Fruity Pebbles,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Golden Grahams,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Grape-Nuts,100g,362 cal,1520 kJ,1 serving (37.5 g),134 cal,562 kJ,1 oz. (28 g),101 cal,426 kJ
"Oatmeal, Muesli & Cereals",Honey Nut Cheerios,100g,393 cal,1651 kJ,1 serving (37.5 g),145 cal,611 kJ,1 oz. (28 g),110 cal,462 kJ
"Oatmeal, Muesli & Cereals",Honey Smacks,100g,370 cal,1554 kJ,1 serving (37.5 g),137 cal,575 kJ,1 oz. (28 g),104 cal,435 kJ
"Oatmeal, Muesli & Cereals",Honeycomb,100g,397 cal,1667 kJ,1 serving (37.5 g),147 cal,617 kJ,1 oz. (28 g),111 cal,467 kJ
"Oatmeal, Muesli & Cereals",Just Right,100g,391 cal,1642 kJ,1 serving (37.5 g),145 cal,608 kJ,1 oz. (28 g),109 cal,460 kJ
"Oatmeal, Muesli & Cereals",Kashi,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
"Oatmeal, Muesli & Cereals",Kelloggs Corn Flakes,100g,357 cal,1499 kJ,1 serving (37.5 g),132 cal,555 kJ,1 oz. (28 g),100 cal,420 kJ
"Oatmeal, Muesli & Cereals",Kix,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Krave,100g,372 cal,1562 kJ,1 serving (37.5 g),138 cal,578 kJ,1 oz. (28 g),104 cal,437 kJ
"Oatmeal, Muesli & Cereals",Life Cereal,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
"Oatmeal, Muesli & Cereals",Lucky Charms,100g,406 cal,1705 kJ,1 serving (37.5 g),150 cal,631 kJ,1 oz. (28 g),114 cal,477 kJ
"Oatmeal, Muesli & Cereals",Malt-O-Meal,100g,51 cal,214 kJ,1 cup (240 g),122 cal,514 kJ,1 oz. (28 g),14 cal,60 kJ
"Oatmeal, Muesli & Cereals",Mini-Wheats,100g,353 cal,1483 kJ,1 serving (37.5 g),131 cal,549 kJ,1 oz. (28 g),99 cal,415 kJ
"Oatmeal, Muesli & Cereals",Muesli,100g,336 cal,1411 kJ,1 serving (37.5 g),124 cal,522 kJ,1 oz. (28 g),94 cal,395 kJ
"Oatmeal, Muesli & Cereals",Multigrain Cheerios,100g,380 cal,1596 kJ,1 serving (37.5 g),141 cal,591 kJ,1 oz. (28 g),106 cal,447 kJ
"Oatmeal, Muesli & Cereals",Nutri-Grain,100g,351 cal,1474 kJ,1 serving (37.5 g),130 cal,545 kJ,1 oz. (28 g),98 cal,413 kJ
"Oatmeal, Muesli & Cereals",Oatibix,100g,421 cal,1768 kJ,1 biscuit (24 g),101 cal,424 kJ,1 oz. (28 g),118 cal,495 kJ
"Oatmeal, Muesli & Cereals",Oatmeal,100g,375 cal,1575 kJ,1 cup (175 g),656 cal,2756 kJ,1 oz. (28 g),105 cal,441 kJ
"Oatmeal, Muesli & Cereals",Peanut Butter Toast Crunch,100g,431 cal,1810 kJ,1 serving (37.5 g),159 cal,670 kJ,1 oz. (28 g),121 cal,507 kJ
"Oatmeal, Muesli & Cereals",Post Raisin Bran,100g,322 cal,1352 kJ,1 serving (37.5 g),119 cal,500 kJ,1 oz. (28 g),90 cal,379 kJ
"Oatmeal, Muesli & Cereals",Post Shredded Wheat,100g,347 cal,1457 kJ,1 serving (37.5 g),128 cal,539 kJ,1 oz. (28 g),97 cal,408 kJ
"Oatmeal, Muesli & Cereals",Puff,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Puffed Rice,100g,383 cal,1609 kJ,1 serving (37.5 g),142 cal,595 kJ,1 oz. (28 g),107 cal,451 kJ
"Oatmeal, Muesli & Cereals",Puffed Wheat,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Quaker Grits,100g,344 cal,1445 kJ,1 serving (37.5 g),127 cal,535 kJ,1 oz. (28 g),96 cal,405 kJ
"Oatmeal, Muesli & Cereals",Quaker Oatmeal,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
"Oatmeal, Muesli & Cereals",Quaker Oatmeal Squares,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Raisin Bran,100g,322 cal,1352 kJ,1 serving (37.5 g),119 cal,500 kJ,1 oz. (28 g),90 cal,379 kJ
"Oatmeal, Muesli & Cereals",Raisin Bran Crunch,100g,355 cal,1491 kJ,100g,355 cal,1491 kJ,1 serving (37.5 g),131 cal,552 kJ
"Oatmeal, Muesli & Cereals",Raisin Nut Bran,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Ready Brek,100g,359 cal,1508 kJ,1 serving (37.5 g),133 cal,558 kJ,1 oz. (28 g),101 cal,422 kJ
"Oatmeal, Muesli & Cereals",Rice Chex,100g,387 cal,1625 kJ,1 serving (37.5 g),143 cal,601 kJ,1 oz. (28 g),108 cal,455 kJ
"Oatmeal, Muesli & Cereals",Rice Krispies,100g,394 cal,1655 kJ,1 serving (37.5 g),146 cal,612 kJ,1 oz. (28 g),110 cal,463 kJ
"Oatmeal, Muesli & Cereals",Scooters,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Shredded Wheat,100g,340 cal,1428 kJ,1 serving (37.5 g),126 cal,528 kJ,1 oz. (28 g),95 cal,400 kJ
"Oatmeal, Muesli & Cereals",Shreddies,100g,351 cal,1474 kJ,1 serving (37.5 g),130 cal,545 kJ,1 oz. (28 g),98 cal,413 kJ
"Oatmeal, Muesli & Cereals",Smart Start,100g,371 cal,1558 kJ,1 serving (37.5 g),137 cal,576 kJ,1 oz. (28 g),104 cal,436 kJ
"Oatmeal, Muesli & Cereals",Special K,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
"Oatmeal, Muesli & Cereals",Special K Chocolatey Delight,100g,388 cal,1630 kJ,1 serving (37.5 g),144 cal,603 kJ,1 oz. (28 g),109 cal,456 kJ
"Oatmeal, Muesli & Cereals",Special K Protein Plus,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
"Oatmeal, Muesli & Cereals",Special K Red Berries,100g,345 cal,1449 kJ,1 serving (37.5 g),128 cal,536 kJ,1 oz. (28 g),97 cal,406 kJ
"Oatmeal, Muesli & Cereals",Sugar Puffs,100g,379 cal,1592 kJ,1 serving (37.5 g),140 cal,589 kJ,1 oz. (28 g),106 cal,446 kJ
"Oatmeal, Muesli & Cereals",Toasties,100g,361 cal,1516 kJ,1 serving (37.5 g),134 cal,561 kJ,1 oz. (28 g),101 cal,424 kJ
"Oatmeal, Muesli & Cereals",Trix,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Weet-Bix,100g,353 cal,1483 kJ,1 bix (15 g),53 cal,222 kJ,1 oz. (28 g),99 cal,415 kJ
"Oatmeal, Muesli & Cereals",Weetabix,100g,358 cal,1504 kJ,1 serving (37.5 g),132 cal,556 kJ,1 oz. (28 g),100 cal,421 kJ
"Oatmeal, Muesli & Cereals",Weetos,100g,378 cal,1588 kJ,1 serving (37.5 g),140 cal,588 kJ,1 oz. (28 g),106 cal,445 kJ
"Oatmeal, Muesli & Cereals",Wheaties,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Offal & Giblets,Beef Brain,100g,196 cal,823 kJ,1 piece (351 g),688 cal,2889 kJ,1 oz. (28 g),55 cal,230 kJ
Offal & Giblets,Beef Heart,100g,165 cal,693 kJ,3 oz. (85 g),140 cal,589 kJ,1 oz. (28 g),46 cal,194 kJ
Offal & Giblets,Beef Kidney,100g,158 cal,664 kJ,3 oz. (85 g),134 cal,564 kJ,1 oz. (28 g),44 cal,186 kJ
Offal & Giblets,Beef Liver,100g,191 cal,802 kJ,1 slice (68 g),130 cal,545 kJ,1 oz. (28 g),53 cal,225 kJ
Offal & Giblets,Beef Lung,100g,120 cal,504 kJ,1 piece (303 g),364 cal,1527 kJ,1 oz. (28 g),34 cal,141 kJ
Offal & Giblets,Beef Melt,100g,271 cal,1138 kJ,1 piece (222 g),602 cal,2526 kJ,1 oz. (28 g),76 cal,319 kJ
Offal & Giblets,Beef Tongue,100g,284 cal,1193 kJ,3 oz. (85 g),241 cal,1014 kJ,1 oz. (28 g),80 cal,334 kJ
Offal & Giblets,Calf Brain,100g,136 cal,571 kJ,1 unit (339 g),461 cal,1936 kJ,1 oz. (28 g),38 cal,160 kJ
Offal & Giblets,Calf Liver,100g,192 cal,806 kJ,1 slice (80 g),154 cal,645 kJ,1 oz. (28 g),54 cal,226 kJ
Offal & Giblets,Calf Lung,100g,104 cal,437 kJ,1 unit (300 g),312 cal,1311 kJ,1 oz. (28 g),29 cal,122 kJ
Offal & Giblets,Calf Melt,100g,256 cal,1075 kJ,1 unit (240 g),614 cal,2580 kJ,1 oz. (28 g),72 cal,301 kJ
Offal & Giblets,Chicken Giblets,100g,277 cal,1163 kJ,1 cup (145 g),402 cal,1686 kJ,1 oz. (28 g),78 cal,326 kJ
Offal & Giblets,Chicken Heart,100g,185 cal,777 kJ,1 heart (6.1 g),11 cal,47 kJ,1 oz. (28 g),52 cal,218 kJ
Offal & Giblets,Chicken Liver,100g,172 cal,722 kJ,1 liver (44 g),76 cal,318 kJ,1 oz. (28 g),48 cal,202 kJ
Offal & Giblets,Chicken Stomach,100g,148 cal,622 kJ,1 serving (100 g),148 cal,622 kJ,1 oz. (28 g),41 cal,174 kJ
Offal & Giblets,Chitterlings,100g,233 cal,979 kJ,3 oz. (85 g),198 cal,832 kJ,1 oz. (28 g),65 cal,274 kJ
Offal & Giblets,Duck Liver,100g,136 cal,571 kJ,1 liver (44 g),60 cal,251 kJ,1 oz. (28 g),38 cal,160 kJ
Offal & Giblets,Goose Liver,100g,133 cal,559 kJ,1 liver (94 g),125 cal,525 kJ,1 oz. (28 g),37 cal,157 kJ
Offal & Giblets,Hog Maws,100g,157 cal,659 kJ,3 oz. (85 g),133 cal,560 kJ,1 oz. (28 g),44 cal,185 kJ
Offal & Giblets,Pig Brain,100g,138 cal,580 kJ,3 oz. (85 g),117 cal,493 kJ,1 oz. (28 g),39 cal,162 kJ
Offal & Giblets,Pig Heart,100g,148 cal,622 kJ,1 heart (129 g),191 cal,802 kJ,1 oz. (28 g),41 cal,174 kJ
Offal & Giblets,Pig Kidney,100g,151 cal,634 kJ,3 oz. (85 g),128 cal,539 kJ,1 oz. (28 g),42 cal,178 kJ
Offal & Giblets,Pig Lung,100g,99 cal,416 kJ,1 unit (300 g),297 cal,1248 kJ,1 oz. (28 g),28 cal,116 kJ
Offal & Giblets,Pork Liver,100g,165 cal,693 kJ,3 oz. (85 g),140 cal,589 kJ,1 oz. (28 g),46 cal,194 kJ
Offal & Giblets,Pork Melt,100g,219 cal,920 kJ,1 unit (245 g),537 cal,2254 kJ,1 oz. (28 g),61 cal,258 kJ
Offal & Giblets,Pork Tongue,100g,271 cal,1138 kJ,1 tongue (231 g),626 cal,2629 kJ,1 oz. (28 g),76 cal,319 kJ
Offal & Giblets,Turkey Giblets,100g,173 cal,727 kJ,1 giblets (95 g),164 cal,691 kJ,1 oz. (28 g),48 cal,204 kJ
Offal & Giblets,Turkey Heart,100g,174 cal,731 kJ,1 heart (20 g),35 cal,146 kJ,1 oz. (28 g),49 cal,205 kJ
Offal & Giblets,Turkey Liver,100g,189 cal,794 kJ,1 liver (53 g),100 cal,421 kJ,1 oz. (28 g),53 cal,222 kJ
Offal & Giblets,Turkey Stomach,100g,148 cal,622 kJ,1 serving (100 g),148 cal,622 kJ,1 oz. (28 g),41 cal,174 kJ
Offal & Giblets,Veal Heart,100g,186 cal,781 kJ,1 unit (198 g),368 cal,1546 kJ,1 oz. (28 g),52 cal,219 kJ
Offal & Giblets,Veal Kidney,100g,163 cal,685 kJ,1 unit (184 g),300 cal,1260 kJ,1 oz. (28 g),46 cal,192 kJ
Offal & Giblets,Veal Tongue,100g,202 cal,848 kJ,1 unit (255 g),515 cal,2162 kJ,1 oz. (28 g),57 cal,237 kJ
Oils & Fats,Almond Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Oils & Fats,Avocado Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Oils & Fats,Butter,100g,720 cal,3024 kJ,1 tbsp (15 g),108 cal,454 kJ,1 oz. (28 g),202 cal,847 kJ
Oils & Fats,Canola Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Coconut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Oils & Fats,Cod Liver Oil,100ml,1000 cal,4200 kJ,1 tbsp (14 ml),140 cal,588 kJ,1 fl. oz. (30 ml),300 cal,1260 kJ
Oils & Fats,Corn Oil,100ml,800 cal,3360 kJ,1 tbsp (15 ml),120 cal,504 kJ,1 fl. oz. (30 ml),240 cal,1008 kJ
Oils & Fats,Cottonseed Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Oils & Fats,Flaxseed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Ghee,100g,120 cal,504 kJ,1 tbsp (14 g),17 cal,71 kJ,1 oz. (28 g),34 cal,141 kJ
Oils & Fats,Goose Fat,100g,898 cal,3772 kJ,1 tbsp (13 g),117 cal,490 kJ,1 oz. (28 g),251 cal,1056 kJ
Oils & Fats,Grape Seed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Hemp Oil,100ml,807 cal,3389 kJ,1 tbsp (15 ml),121 cal,508 kJ,1 fl. oz. (30 ml),242 cal,1017 kJ
Oils & Fats,Herring Oil,100ml,902 cal,3788 kJ,1 tbsp (14 ml),126 cal,530 kJ,1 fl. oz. (30 ml),271 cal,1136 kJ
Oils & Fats,I can\’t believe it\’s not Butter,100g,357 cal,1499 kJ,1 tbsp (14 g),50 cal,210 kJ,1 oz. (28 g),100 cal,420 kJ
Oils & Fats,Lard,100g,902 cal,3788 kJ,1 tbsp (13 g),117 cal,492 kJ,1 oz. (28 g),253 cal,1061 kJ
Oils & Fats,Macadamia Oil,100ml,819 cal,3440 kJ,1 tbsp (14 ml),115 cal,482 kJ,1 fl. oz. (30 ml),246 cal,1032 kJ
Oils & Fats,Margarine,100g,717 cal,3011 kJ,1 tbsp (14 g),100 cal,422 kJ,1 oz. (28 g),201 cal,843 kJ
Oils & Fats,Mustard Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Olive Oil,100ml,884 cal,3713 kJ,1 tbsp (15 ml),133 cal,557 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Palm Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Oils & Fats,Peanut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Oils & Fats,Real Butter,100g,720 cal,3024 kJ,1 tbsp (15 g),108 cal,454 kJ,1 oz. (28 g),202 cal,847 kJ
Oils & Fats,Rice Bran Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Oils & Fats,Safflower Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Oils & Fats,Sardine Oil,100ml,902 cal,3788 kJ,1 tbsp (14 ml),126 cal,530 kJ,1 fl. oz. (30 ml),271 cal,1136 kJ
Oils & Fats,Sesame Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Soybean Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Oils & Fats,Sunflower Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Oils & Fats,Walnut Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Pasta & Noodles,Cannelloni,100g,146 cal,613 kJ,2 oz. (56 g),82 cal,343 kJ,1 oz. (28 g),41 cal,172 kJ
Pasta & Noodles,Capellini,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Pasta & Noodles,Cappelletti,100g,164 cal,689 kJ,2 oz. (56 g),92 cal,386 kJ,1 oz. (28 g),46 cal,193 kJ
Pasta & Noodles,Cellophane Noodles,100g,351 cal,1474 kJ,1 cup (140 g),491 cal,2064 kJ,1 oz. (28 g),98 cal,413 kJ
Pasta & Noodles,Cheese Tortellini,100g,291 cal,1222 kJ,1 cup (113 g),329 cal,1381 kJ,1 oz. (28 g),81 cal,342 kJ
Pasta & Noodles,Dampfnudel,100g,274 cal,1151 kJ,1 dampfnudel (85 g),233 cal,978 kJ,1 oz. (28 g),77 cal,322 kJ
Pasta & Noodles,Dumpling Dough,100g,99 cal,416 kJ,2 oz. (56 g),55 cal,233 kJ,1 oz. (28 g),28 cal,116 kJ
Pasta & Noodles,Durum Wheat Semolina,100g,397 cal,1667 kJ,2 oz. (56 g),222 cal,934 kJ,1 oz. (28 g),111 cal,467 kJ
Pasta & Noodles,Egg Noodles,100g,384 cal,1613 kJ,1 cup (38 g),146 cal,613 kJ,1 oz. (28 g),108 cal,452 kJ
Pasta & Noodles,Farfalle,100g,358 cal,1504 kJ,2 oz. (56 g),200 cal,842 kJ,1 oz. (28 g),100 cal,421 kJ
Pasta & Noodles,Fettuccine,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Pasta & Noodles,Fusilli,100g,352 cal,1478 kJ,2 oz. (56 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
Pasta & Noodles,Glass Noodles,100g,192 cal,806 kJ,2 oz. (56 g),108 cal,451 kJ,1 oz. (28 g),54 cal,226 kJ
Pasta & Noodles,Lasagne Sheets,100g,271 cal,1138 kJ,1 sheet (21 g),57 cal,239 kJ,1 oz. (28 g),76 cal,319 kJ
Pasta & Noodles,Linguine,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Pasta & Noodles,Low Carb Pasta,100g,282 cal,1184 kJ,2 oz. (56 g),158 cal,663 kJ,1 oz. (28 g),79 cal,332 kJ
Pasta & Noodles,Macaroni,100g,370 cal,1554 kJ,1 cup (114 g),422 cal,1772 kJ,1 oz. (28 g),104 cal,435 kJ
Pasta & Noodles,Manicotti,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Pasta & Noodles,Mostaccioli,100g,184 cal,773 kJ,2 oz. (56 g),103 cal,433 kJ,1 oz. (28 g),52 cal,216 kJ
Pasta & Noodles,Orecchiette,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Pasta & Noodles,Orzo,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Pasta & Noodles,Penne,100g,351 cal,1474 kJ,2 oz. (56 g),197 cal,825 kJ,1 oz. (28 g),98 cal,413 kJ
Pasta & Noodles,Penne Rigate,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Pasta & Noodles,Pierogi,100g,200 cal,840 kJ,3 pierogi (100 g),200 cal,840 kJ,1 oz. (28 g),56 cal,235 kJ
Pasta & Noodles,Ravioli,100g,77 cal,323 kJ,2 oz. (56 g),43 cal,181 kJ,1 oz. (28 g),22 cal,90 kJ
Pasta & Noodles,Rigatoni,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Pasta & Noodles,Rotini,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Pasta & Noodles,Shells,100g,353 cal,1483 kJ,1 cup (85 g),300 cal,1261 kJ,1 oz. (28 g),99 cal,415 kJ
Pasta & Noodles,Shirataki Noodles,100g,18 cal,76 kJ,2 oz. (56 g),10 cal,43 kJ,1 oz. (28 g),5 cal,21 kJ
Pasta & Noodles,Soy Noodles,100g,216 cal,907 kJ,2 oz. (56 g),121 cal,508 kJ,1 oz. (28 g),60 cal,254 kJ
Pasta & Noodles,Spaetzle,100g,368 cal,1546 kJ,2 oz. (56 g),206 cal,866 kJ,1 oz. (28 g),103 cal,433 kJ
Pasta & Noodles,Spaghetti,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Pasta & Noodles,Spinach Tortellini,100g,314 cal,1319 kJ,1 cup (102 g),320 cal,1345 kJ,1 oz. (28 g),88 cal,369 kJ
Pasta & Noodles,Spirelli,100g,367 cal,1541 kJ,2 oz. (56 g),206 cal,863 kJ,1 oz. (28 g),103 cal,431 kJ
Pasta & Noodles,Tagliatelle,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Pasta & Noodles,Tortellini,100g,291 cal,1222 kJ,1 cup (113 g),329 cal,1381 kJ,1 oz. (28 g),81 cal,342 kJ
Pasta & Noodles,Vermicelli,100g,368 cal,1546 kJ,2 oz. (56 g),206 cal,866 kJ,1 oz. (28 g),103 cal,433 kJ
Pasta & Noodles,Whole Grain Noodles,100g,347 cal,1457 kJ,2 oz. (56 g),194 cal,816 kJ,1 oz. (28 g),97 cal,408 kJ
Pasta & Noodles,Whole Grain Spaghetti,100g,351 cal,1474 kJ,2 oz. (56 g),197 cal,825 kJ,1 oz. (28 g),98 cal,413 kJ
Pasta & Noodles,Ziti,100g,352 cal,1478 kJ,2 oz. (56 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
"Pastries, Breads & Rolls",Apple Pie,100g,237 cal,995 kJ,1 slice (125 g),296 cal,1244 kJ,1 oz. (28 g),66 cal,279 kJ
"Pastries, Breads & Rolls",Apple Turnover,100g,348 cal,1462 kJ,1 turnover (82 g),285 cal,1199 kJ,1 oz. (28 g),97 cal,409 kJ
"Pastries, Breads & Rolls",Bagel,100g,257 cal,1079 kJ,1 bagel (98 g),252 cal,1057 kJ,1 oz. (28 g),72 cal,302 kJ
"Pastries, Breads & Rolls",Baguette,100g,274 cal,1151 kJ,1 slice (60 g),164 cal,691 kJ,1 oz. (28 g),77 cal,322 kJ
"Pastries, Breads & Rolls",Banana Bread,100g,326 cal,1369 kJ,1 oz. (28.4 g),91 cal,383 kJ,1 oz. (28 g),91 cal,383 kJ
"Pastries, Breads & Rolls",Banana Nut Bread,100g,326 cal,1369 kJ,1 piece (57 g),186 cal,780 kJ,1 oz. (28 g),91 cal,383 kJ
"Pastries, Breads & Rolls",Beer Bread,100g,227 cal,953 kJ,1 slice (30 g),68 cal,286 kJ,1 oz. (28 g),64 cal,267 kJ
"Pastries, Breads & Rolls",Biscuit,100g,269 cal,1130 kJ,1 biscuit (58 g),156 cal,655 kJ,1 oz. (28 g),75 cal,316 kJ
"Pastries, Breads & Rolls",Black Bread,100g,250 cal,1050 kJ,1 slice (26 g),65 cal,273 kJ,1 oz. (28 g),70 cal,294 kJ
